t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
27980,barefoot,13,18,85,2276,1838,1648,1608,730,0.9843,-0.0016,-0.0324,-0.0271,0.811,-0.373,9.013
28000,barefoot,11,8,44,1911,1488,1230,1961,997,0.9889,0.0101,0.0194,0.0108,1.003,0.423,9.762
28020,barefoot,19,12,29,1620,1015,1034,2208,1167,0.9869,-0.0047,0.0049,0.0144,1.552,0.371,9.51
28040,barefoot,12,19,18,1144,689,742,2225,1453,1.0038,0.0236,0.0274,0.0063,1.072,-1.116,9.742
28060,barefoot,4,13,21,706,384,471,2194,1615,0.9905,0.0358,0.0052,0.0213,-1.78,0.336,9.181
28080,barefoot,8,16,14,379,194,292,2037,1681,0.9949,0.0018,0.0094,0.0058,-0.264,-0.248,11.161
28100,barefoot,13,9,12,175,88,131,1705,1439,1.0054,0.013,0.0289,0.0152,0.622,-0.699,9.366
28120,barefoot,12,20,9,90,43,53,1438,1291,1.0109,-0.0011,0.0168,-0.0088,-1.785,0.533,10.954
28140,barefoot,11,18,18,43,32,34,920,1072,0.9783,0.0125,-0.0162,0.0169,-1.06,-0.165,9.913
28160,barefoot,7,12,11,21,15,20,619,764,0.9987,-0.0111,-0.0016,-0.0057,-1.171,0.994,10.553
28180,barefoot,11,9,2,19,20,15,362,466,1.0048,0.0428,-0.0087,0.0046,0.516,0.397,7.939
28200,barefoot,18,15,9,5,15,0,10,16,1.0062,0.0475,-0.0362,0.0303,-1.313,-0.947,11.524
28220,barefoot,15,13,14,17,14,14,3,21,0.9975,0.0213,-0.0625,-0.0169,1.321,0.134,8.201
28240,barefoot,18,14,7,15,12,6,15,7,1.0,0.014,0.0167,0.0097,0.663,-0.737,9.406
28260,barefoot,8,18,19,14,15,8,23,13,1.0037,-0.0078,-0.0291,-0.0077,1.486,0.326,9.166
28280,barefoot,13,16,15,12,7,12,19,9,0.9909,-0.0223,0.0309,0.0155,-0.066,-0.008,10.74
28300,barefoot,11,13,13,12,14,17,16,11,1.0089,0.0067,0.0009,0.0159,0.8,0.947,10.563
28320,barefoot,15,11,25,15,5,9,15,15,0.9934,-0.0289,0.0144,-0.0097,-1.24,-0.192,8.899
28340,barefoot,20,19,14,17,10,8,14,16,1.0004,-0.0033,-0.017,0.0248,-0.832,-0.957,10.419
28360,barefoot,11,22,9,19,8,17,15,14,1.0033,-0.0104,0.0161,-0.0045,0.419,-0.377,10.623
28380,barefoot,14,10,14,17,9,11,22,10,0.9901,-0.0079,0.0202,0.0146,0.139,-0.64,9.297
28400,barefoot,6,19,19,18,15,5,12,23,0.999,-0.0263,0.0057,-0.0127,0.852,-1.806,9.559
28420,barefoot,17,22,19,22,4,20,23,11,1.0235,0.0107,-0.0098,0.0128,0.618,-0.729,9.644
28440,barefoot,14,10,14,26,16,10,7,9,0.9907,-0.0141,0.0017,-0.0095,0.398,0.984,9.785
28460,barefoot,16,9,8,11,14,14,20,4,0.9902,-0.0213,0.0316,-0.0099,-2.673,-1.195,10.355
28480,barefoot,15,12,20,20,15,13,9,15,0.994,0.0047,0.0022,-0.0007,1.954,0.353,10.463
28500,barefoot,18,20,17,26,21,13,20,14,0.9883,-0.0142,0.0462,0.0188,-0.944,-0.569,9.281
28520,barefoot,17,8,13,18,14,15,19,5,0.9985,-0.0018,-0.0261,-0.0145,1.233,0.441,9.862
28540,barefoot,8,16,19,22,24,18,15,11,1.0069,0.0135,0.0238,0.0319,-1.208,0.1,10.068
28560,barefoot,14,11,24,8,16,20,12,22,1.0173,0.0208,0.0311,-0.0074,0.984,-0.274,9.83
28580,barefoot,15,19,13,23,12,8,9,24,1.005,0.0254,0.0179,0.0203,1.148,-1.315,8.42
28600,barefoot,20,8,22,10,15,12,3,19,0.9968,0.038,0.0218,-0.0186,-0.507,-0.971,8.745
28620,barefoot,3142,2370,54,7,18,21,20,16,1.004,0.0192,0.0008,-0.005,-0.499,-0.582,9.145
28640,barefoot,3310,2699,81,16,8,20,6,13,1.0056,-0.0012,0.0019,0.0201,-1.487,1.493,9.412
28660,barefoot,3482,2931,144,8,16,15,16,16,1.0098,0.0024,-0.0153,0.0182,-0.579,1.278,10.43
28680,barefoot,3463,3039,257,19,12,14,7,9,0.9997,0.02,-0.0227,-0.0006,-0.21,-1.201,8.966
28700,barefoot,3456,2999,435,10,15,20,16,16,0.9879,0.0028,-0.0086,-0.0127,-0.904,0.039,11.942
28720,barefoot,3403,3040,669,1,12,10,7,17,0.9839,0.0298,0.0332,-0.0245,-1.393,-1.233,8.717
28740,barefoot,3220,2983,956,13,19,17,20,15,1.0,-0.0217,0.0223,-0.0206,-2.706,-0.323,9.812
28760,barefoot,2891,2684,1269,18,23,17,9,17,1.0056,-0.0248,0.0022,-0.0258,-0.661,1.204,9.777
28780,barefoot,2510,2430,1441,21,25,19,17,19,0.9857,-0.0015,-0.0023,0.0526,0.056,0.744,8.78
28800,barefoot,1805,1930,1758,35,46,16,9,16,0.9824,-0.0126,-0.0068,0.0514,1.892,0.264,10.641
28820,barefoot,1125,1509,1876,73,100,24,11,17,1.017,0.0028,0.0132,0.0066,-1.171,-1.459,10.104
28840,barefoot,559,896,1960,153,219,42,14,18,1.0179,0.0394,-0.0001,-0.0363,-1.709,-0.709,9.313
28860,barefoot,239,559,2147,325,368,87,21,5,1.0008,0.0174,0.0415,0.015,-0.127,-0.891,9.489
28880,barefoot,91,281,1974,598,729,177,14,26,1.0008,0.0033,0.0127,0.0125,-0.093,1.745,8.735
28900,barefoot,32,125,1888,973,1017,355,20,20,1.0039,0.0125,-0.0003,-0.0067,1.751,-0.092,10.717
28920,barefoot,20,49,1662,1551,1423,545,19,13,0.9913,-0.0191,-0.0041,0.0171,1.21,0.983,9.882
28940,barefoot,13,37,1549,1915,1810,798,40,5,0.9991,0.0279,0.0086,-0.0049,0.306,0.282,9.11
28960,barefoot,13,18,1250,2204,2136,1155,53,14,0.994,0.0091,-0.0018,0.0188,0.366,-0.131,10.577
28980,barefoot,12,10,931,2444,2252,1481,105,32,1.0053,0.0044,0.0198,-0.0229,-0.007,-0.51,8.062
29000,barefoot,11,20,639,2653,2430,1626,238,52,0.9963,0.0084,0.0276,0.0009,0.739,1.177,10.17
29020,barefoot,16,18,400,2607,2403,1777,485,117,0.9915,0.0118,-0.0227,0.0043,1.51,-0.105,10.303
29040,barefoot,16,14,261,2547,2277,1816,784,243,0.997,0.0021,-0.0306,-0.0074,-3.154,0.353,9.785
29060,barefoot,14,13,132,2511,2097,1846,1260,443,0.9981,-0.0196,-0.0107,0.0121,-0.454,0.063,10.187
29080,barefoot,8,15,80,2218,1751,1667,1649,702,0.9873,0.0107,-0.0091,0.0055,1.011,-0.627,10.693
29100,barefoot,17,16,48,2014,1515,1262,2013,1013,1.0027,-0.0211,0.0177,-0.0135,-1.398,0.538,10.734
29120,barefoot,4,14,22,1532,1063,1031,2089,1272,1.0017,-0.0224,0.0147,0.0064,-1.963,-0.716,9.171
29140,barefoot,21,23,15,1134,699,724,2231,1596,0.9991,0.0149,-0.0321,0.0044,0.734,0.122,10.636
29160,barefoot,16,9,11,738,361,479,2229,1642,1.0233,0.0142,-0.0182,0.0209,-1.345,-0.801,9.403
29180,barefoot,20,12,20,377,187,248,2006,1656,0.9819,0.0166,0.0223,0.0253,-0.807,-1.554,9.335
29200,barefoot,21,11,15,184,87,144,1809,1595,0.9969,0.0072,0.0035,-0.0066,0.339,0.849,10.198
29220,barefoot,2,15,19,84,49,72,1498,1371,0.9961,0.0042,-0.001,-0.0026,1.598,0.701,9.34
29240,barefoot,11,11,0,41,17,39,1040,1118,0.9954,-0.0359,-0.0332,-0.0092,-1.514,0.088,10.459
29260,barefoot,18,23,9,17,17,21,656,773,0.9938,0.0363,0.0198,-0.0061,0.955,-1.349,10.368
29280,barefoot,20,20,12,23,12,23,346,463,1.0105,-0.0139,-0.0122,-0.0119,-0.065,-0.97,10.445
29300,barefoot,6,20,8,13,12,22,14,9,1.0036,0.0106,0.0251,-0.0035,-1.003,0.249,9.0
29320,barefoot,10,12,14,9,13,7,15,18,0.9941,-0.0006,0.0149,0.0027,0.461,-1.174,10.04
29340,barefoot,19,16,7,11,13,11,19,13,1.0158,-0.0077,-0.0289,-0.0233,-0.607,2.358,10.609
29360,barefoot,11,13,15,14,12,5,17,14,0.9994,-0.0317,0.0091,-0.0202,-0.3,-0.842,10.74
29380,barefoot,15,21,14,2,16,15,18,14,1.0045,0.0153,-0.0174,-0.0163,2.501,-0.407,11.536
29400,barefoot,14,12,17,19,14,12,17,11,1.0129,-0.0005,0.0068,-0.0004,0.457,1.006,10.833
29420,barefoot,19,9,20,20,13,14,0,29,1.0021,0.015,-0.0088,-0.0405,0.339,0.742,8.644
29440,barefoot,17,8,11,10,11,16,19,16,1.0133,-0.0055,-0.0242,0.0401,1.34,0.488,9.724
29460,barefoot,17,15,16,17,3,10,15,13,1.0176,-0.0419,-0.0068,-0.0233,-2.287,0.642,9.953
29480,barefoot,15,17,8,12,10,16,18,22,1.017,0.0039,-0.0234,0.01,1.783,0.796,8.646
29500,barefoot,13,12,20,18,21,14,13,19,0.98,0.0175,-0.042,0.0107,0.462,0.136,9.344
29520,barefoot,22,10,4,15,4,14,23,27,0.9991,0.0084,0.0111,0.0356,0.155,-0.314,8.698
29540,barefoot,11,25,16,16,11,15,17,10,0.9806,0.0083,-0.0219,0.004,-0.968,-0.1,9.41
29560,barefoot,6,13,9,14,11,20,22,14,1.0033,0.0305,0.0094,-0.0116,1.069,0.238,11.172
29580,barefoot,7,19,17,17,15,15,13,10,1.0196,-0.0338,0.0023,0.0063,-0.564,0.341,9.84
29600,barefoot,20,10,22,12,13,19,22,6,1.0097,0.0028,0.0217,-0.0174,-0.911,0.893,8.873
29620,barefoot,7,9,18,15,20,8,16,18,0.9926,0.0229,0.0048,0.0305,-1.808,0.494,8.421
29640,barefoot,18,19,21,17,17,11,12,21,1.0133,-0.0101,0.0039,-0.0048,1.463,0.802,9.279
29660,barefoot,6,13,6,14,11,19,14,6,0.9985,-0.0209,-0.02,0.0148,-0.907,-0.277,11.816
29680,barefoot,15,11,3,19,7,16,19,15,1.0129,-0.006,-0.0288,-0.0152,-0.604,-0.502,9.37
29700,barefoot,14,10,14,15,17,18,10,8,1.0099,-0.0021,-0.0098,-0.022,0.457,-0.511,9.516
29720,barefoot,3201,2288,42,8,18,17,16,20,1.0001,0.0064,-0.0011,0.0165,0.68,-0.132,12.369
29740,barefoot,3348,2634,81,9,21,17,5,17,0.9873,0.012,0.0052,0.0018,1.862,-1.108,10.255
29760,barefoot,3507,2991,149,21,20,18,9,14,1.0032,0.0094,-0.0311,0.0065,-0.685,-0.533,9.38
29780,barefoot,3523,3090,260,16,15,23,17,14,1.0018,0.0048,-0.0117,-0.0088,-1.461,0.352,9.734
29800,barefoot,3467,3117,446,15,16,10,18,14,1.0076,0.024,0.0003,0.0329,-0.48,-0.4,8.789
29820,barefoot,3369,3053,617,13,11,8,10,13,1.0214,0.0118,0.0034,0.0237,-1.053,-0.906,10.686
29840,barefoot,3206,2894,912,12,15,12,12,19,1.0066,0.0038,-0.0015,0.0165,-0.949,-1.037,9.782
29860,barefoot,2910,2777,1266,9,27,13,12,15,1.0101,-0.0039,0.0337,0.0094,-1.238,-0.757,8.622
29880,barefoot,2459,2466,1541,24,25,5,24,23,1.005,-0.0183,-0.0069,-0.0223,0.434,-0.758,8.629
29900,barefoot,1790,2043,1757,30,44,20,24,14,1.0071,0.0259,0.0308,-0.0028,1.087,1.268,9.131
29920,barefoot,1105,1549,1856,67,95,18,21,9,0.9987,-0.0136,0.0399,-0.0092,0.674,1.16,8.807
29940,barefoot,548,985,1961,167,200,39,20,11,1.0048,-0.0042,-0.017,-0.0183,-2.527,1.434,10.037
29960,barefoot,242,578,2024,325,389,88,15,11,0.9941,-0.0103,0.007,0.0269,-2.312,-0.272,7.908
29980,barefoot,89,264,2044,606,709,176,16,10,1.0114,0.0074,0.0251,0.0002,1.254,-0.78,10.993
